set,sim,fiber_fraction,box_x,box_y,box_z,fiber_clearance,random_seed,length_type,length_const,length_min,length_scale,length_mean,width_to_thickness,thickness,incl_type,incl_kappa,azim_kappa,deviation_magnitude,twistrate,orientation_dependency,case,fiber_modulus,matrix_modulus,E1,E2,E3,G12,G13,G23,v12,v13,v23
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,0,4.0,1.0,1.14787,1.14295,1.1684,0.43254,0.43811,0.43623,0.32383,0.31554,0.31556
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,1,12.0,1.0,1.25436,1.23888,1.32928,0.47001,0.48868,0.48223,0.32399,0.30185,0.30097
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,2,20.0,1.0,1.29332,1.27257,1.39887,0.48317,0.50897,0.49993,0.3242,0.29561,0.2942
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,3,28.0,1.0,1.31458,1.29067,1.4393,0.49024,0.52045,0.50976,0.32434,0.29201,0.29027
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,4,32.0,1.0,1.32205,1.29699,1.45391,0.49271,0.52456,0.51325,0.32439,0.29072,0.28885
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,5,40.0,1.0,1.33334,1.30653,1.47639,0.49644,0.53084,0.51856,0.32447,0.28874,0.28668
Set5_new,sim001_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,6,48.0,1.0,1.34153,1.31342,1.49296,0.49914,0.53544,0.52243,0.32452,0.28729,0.28508
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,0,4.0,1.0,1.30813,1.30367,1.35481,0.49651,0.50587,0.50655,0.31694,0.30202,0.30356
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,1,12.0,1.0,1.5398,1.52679,1.72311,0.58542,0.61759,0.62145,0.31554,0.27675,0.28129
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,2,20.0,1.0,1.62513,1.60813,1.89118,0.61855,0.66375,0.66999,0.31498,0.26541,0.27148
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,3,28.0,1.0,1.67176,1.65244,1.99159,0.63679,0.6903,0.69822,0.31465,0.25892,0.26592
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,4,32.0,1.0,1.68818,1.66801,2.02841,0.64323,0.69988,0.70845,0.31453,0.25659,0.26394
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,5,40.0,1.0,1.71307,1.69158,2.08566,0.65302,0.71462,0.72426,0.31433,0.25304,0.26092
Set5_new,sim001_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,6,48.0,1.0,1.73115,1.70869,2.12832,0.66015,0.72551,0.73597,0.31419,0.25043,0.25871
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,0,4.0,1.0,1.48722,1.48964,1.55916,0.56847,0.58155,0.58282,0.30819,0.29214,0.29193
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,1,12.0,1.0,1.89448,1.89843,2.19238,0.7256,0.77673,0.7807,0.30169,0.26274,0.26258
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,2,20.0,1.0,2.05525,2.05855,2.4997,0.78734,0.86288,0.86812,0.29852,0.24973,0.24967
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,3,28.0,1.0,2.1461,2.14863,2.68975,0.82212,0.91414,0.92005,0.29661,0.24229,0.24232
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,4,32.0,1.0,2.17863,2.18081,2.76076,0.83456,0.93297,0.9391,0.29591,0.23963,0.23969
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,5,40.0,1.0,2.22854,2.23011,2.87272,0.85363,0.96233,0.96876,0.29481,0.23554,0.23567
Set5_new,sim001_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,6,48.0,1.0,2.26527,2.26632,2.95742,0.86766,0.98431,0.99094,0.29398,0.23254,0.23273
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.14149,1.13848,1.18335,0.4302,0.43833,0.43677,0.32675,0.31098,0.31089
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.23122,1.2235,1.38194,0.46252,0.48861,0.48337,0.33116,0.28911,0.28812
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,1.2608,1.25118,1.47232,0.47295,0.50846,0.50123,0.33325,0.27929,0.27779
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,1.27618,1.26554,1.52568,0.47835,0.51959,0.51113,0.33445,0.27371,0.27189
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,1.28146,1.27047,1.54508,0.4802,0.52354,0.51464,0.33488,0.27172,0.26978
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,1.28933,1.27782,1.57506,0.48296,0.52957,0.51998,0.33553,0.26869,0.26656
Set5_new,sim002_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,1.29495,1.28308,1.59724,0.48493,0.53397,0.52386,0.33601,0.26649,0.26421
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.29904,1.29882,1.38504,0.49083,0.50598,0.50712,0.32022,0.29537,0.29612
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.50562,1.50571,1.84247,0.56629,0.61738,0.62108,0.32282,0.25936,0.26165
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,1.57635,1.57693,2.0663,0.59198,0.66325,0.66833,0.3239,0.2437,0.24671
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,1.61364,1.61463,2.20374,0.60555,0.68961,0.69556,0.32446,0.23491,0.23833
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,1.62653,1.62769,2.25476,0.61025,0.69911,0.7054,0.32465,0.2318,0.23536
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,1.64585,1.64731,2.33476,0.6173,0.71374,0.72056,0.32492,0.22707,0.23086
Set5_new,sim002_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,1.65971,1.66143,2.39487,0.62238,0.72455,0.73178,0.3251,0.22364,0.22759
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.47138,1.47503,1.60198,0.56218,0.58296,0.5836,0.31418,0.2833,0.28267
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.82889,1.83759,2.37676,0.70266,0.78052,0.7814,0.31551,0.24091,0.23927
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,1.95807,1.96806,2.78003,0.75422,0.86778,0.86827,0.31572,0.22298,0.22085
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,2.02789,2.03823,3.03639,0.78226,0.91969,0.91979,0.31573,0.21302,0.21059
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,2.05234,2.06273,3.13334,0.79211,0.93875,0.93867,0.31571,0.2095,0.20697
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,2.08931,2.09968,3.28736,0.80703,0.96846,0.96809,0.31564,0.20418,0.20149
Set5_new,sim002_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,2.11611,2.1264,3.4047,0.81786,0.9907,0.99008,0.31557,0.20032,0.19753
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,0,4.0,1.0,1.13998,1.13811,1.20004,0.42819,0.437,0.43582,0.3294,0.30624,0.30611
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,1,12.0,1.0,1.22584,1.22159,1.44454,0.45648,0.48286,0.47927,0.33848,0.27532,0.27454
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,2,20.0,1.0,1.25323,1.24821,1.56219,0.4649,0.49997,0.4952,0.34275,0.26145,0.26034
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,3,28.0,1.0,1.26723,1.26185,1.6331,0.46907,0.50932,0.50387,0.3452,0.2536,0.2523
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,4,32.0,1.0,1.272,1.2665,1.65912,0.47047,0.5126,0.50692,0.34607,0.25082,0.24944
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,5,40.0,1.0,1.27907,1.2734,1.69956,0.47253,0.51757,0.51152,0.34741,0.2466,0.2451
Set5_new,sim003_10,0.1,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,6,48.0,1.0,1.28409,1.27831,1.72965,0.47399,0.52116,0.51485,0.34838,0.24353,0.24195
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,0,4.0,1.0,1.29596,1.29312,1.41433,0.48828,0.5045,0.50376,0.32569,0.28818,0.28846
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,1,12.0,1.0,1.4933,1.4853,1.95672,0.55732,0.60904,0.60736,0.33603,0.24163,0.24243
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,2,20.0,1.0,1.55847,1.54823,2.23371,0.57932,0.64995,0.64801,0.34031,0.22199,0.22317
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,3,28.0,1.0,1.59221,1.58069,2.40653,0.59055,0.67288,0.67084,0.34265,0.21111,0.21257
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,4,32.0,1.0,1.60377,1.5918,2.47117,0.59437,0.68105,0.67898,0.34347,0.20729,0.20885
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,5,40.0,1.0,1.62101,1.60833,2.57299,0.60004,0.69351,0.69142,0.34469,0.2015,0.20324
Set5_new,sim003_20,0.2,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,6,48.0,1.0,1.63332,1.62011,2.64988,0.60407,0.70263,0.70053,0.34558,0.19732,0.19919
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,0,4.0,1.0,1.47156,1.47039,1.64609,0.55664,0.57973,0.57939,0.31916,0.2743,0.2746
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,1,12.0,1.0,1.82025,1.81727,2.57079,0.68314,0.76242,0.76297,0.32666,0.21858,0.21997
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,2,20.0,1.0,1.94115,1.93751,3.07982,0.72657,0.83831,0.8402,0.32931,0.19557,0.19757
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,3,28.0,1.0,2.00479,2.00081,3.41119,0.74941,0.88202,0.88506,0.33065,0.18294,0.18531
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,4,32.0,1.0,2.02676,2.02267,3.53797,0.75729,0.8978,0.90134,0.3311,0.17851,0.18101
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,5,40.0,1.0,2.05965,2.05539,3.74092,0.76911,0.92212,0.92653,0.33176,0.17183,0.17454
Set5_new,sim003_30,0.3,250,250,250,2,3,constant,50.0,,,50.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,6,48.0,1.0,2.08324,2.07885,3.89683,0.77759,0.9401,0.94523,0.33222,0.16701,0.16986
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,0,4.0,1.0,1.15066,1.14497,1.17766,0.43273,0.43992,0.43814,0.32404,0.31395,0.31416
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,1,12.0,1.0,1.2712,1.25001,1.38743,0.47253,0.50056,0.49373,0.325,0.29467,0.29455
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,2,20.0,1.0,1.32361,1.29225,1.50238,0.4883,0.53054,0.52026,0.32575,0.28439,0.28422
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,3,28.0,1.0,1.35582,1.31726,1.5793,0.49759,0.54992,0.53718,0.32623,0.27792,0.27784
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,4,32.0,1.0,1.36794,1.3265,1.60931,0.50102,0.55737,0.54366,0.32641,0.27548,0.27547
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,5,40.0,1.0,1.38723,1.34102,1.65811,0.50641,0.5694,0.55408,0.32668,0.27164,0.27176
Set5_new,sim004_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,6,48.0,1.0,1.40202,1.35202,1.69629,0.51049,0.57874,0.56215,0.32687,0.26872,0.26897
Set5_new,sim004_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,0,4.0,1.0,1.31477,1.30415,1.36634,0.49798,0.50991,0.50682,0.3178,0.3011,0.30142
Set5_new,sim004_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,1,12.0,1.0,1.5814,1.54084,1.82063,0.59561,0.64362,0.63378,0.31842,0.27153,0.27161
Set5_new,sim004_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.4,2,20.0,1.0,1.69867,1.63825,2.07919,0.63739,0.7109,0.69737,0.31884,0.25682,0.25691
